Accession_no	 Year	 root-tip dist	 Cluster_no	 NumberofNs	 
JQ920489.1	1995	0.57329	3	0	
JQ920485.1	1996	0.57432	3	0	
JQ920486.1	1996	0.57356	3	0	
AY744685.1	2004	0.57105	3	0	
JQ920478.1	1995	0.57216	3	0	
JQ920488.1	1995	0.5721	3	0	
JQ920480.1	1996	0.57345	3	0	
JQ920479.1	1996	0.57335	3	0	
AY744682.1	2004	0.56835	3	0	
AY744683.1	2004	0.56771	3	0	
AY744684.1	2004	0.56798	3	0	
AY744678.1	2004	0.56651	3	0	
JQ920487.1	1989	0.56541	3	0	
JQ920481.1	1989	0.56541	3	0	
AY744679.1	2004	0.56531	3	0	
AB214880.1	2005	0.57774	3	42	
AB214879.1	2005	0.57776	3	42	
AB214882.1	2005	0.57796	3	42	
AB214881.1	2005	0.57842	3	42	
AY858039.2	2004	0.57345	3	0	
AB189126.1	2004	0.57335	3	0	
AB189127.1	2004	0.57335	3	0	
AY858043.2	2004	0.57771	3	0	
AY858041.2	2004	0.57641	3	0	
KC762693.1	2010	0.58192	3	0	
KC762692.1	2010	0.58192	3	0	
AY858046.2	2004	0.57648	3	0	
AY858044.2	2004	0.57676	3	0	
AY858045.2	2004	0.5762	3	0	
AY858040.2	2004	0.57679	3	0	
EU081223.1	2005	0.57954	3	0	
EU081221.1	2005	0.57954	3	0	
GU370052.1	2009	0.58237	3	0	
KX380840.1	2012	0.586	3	0	
KX380839.1	2012	0.586	3	0	
KC762684.1	2007	0.58022	3	0	
AY858047.2	2004	0.57935	3	0	
AY858042.2	2004	0.5802	3	0	
AY858048.2	2004	0.58072	3	0	
AB189125.1	2004	0.57354	3	0	
AY858037.2	2004	0.57847	3	0	
JN406515.1	2008	0.58151	3	0	
KC762691.1	2008	0.58171	3	0	
AB189128.1	2004	0.57054	3	0	
KC762687.1	2008	0.57934	3	0	
KC762689.1	2008	0.5793	3	0	
KC762682.1	2007	0.57976	3	0	
KC762681.1	2007	0.58031	3	0	
KC762683.1	2007	0.58031	3	0	
KC762688.1	2008	0.57976	3	0	
KC762686.1	2007	0.58003	3	0	
KC762690.1	2008	0.58003	3	0	
KC762685.1	2008	0.58003	3	0	
AY858038.2	2004	0.56795	3	0	
DQ675519.1	1995	0.5711	3	0	
EF457906.1	1975	0.77833	12	0	
JF262780.1	1973	0.7789	12	0	
JF262779.1	1975	0.7789	12	0	
AY618988.1	2004	0.80418	4	0	
AY618989.1	2004	0.80413	4	0	
AY762085.1	2004	0.82554	4	1	
GU318314.1	2009	0.81094	19	64	
KJ160504.1	2014	0.81962	4	0	
JF262782.1	1994	0.82066	4	0	
FJ882601.1	1999	0.8239	4	0	
GQ199884.1	1996	0.82201	4	0	
JQ513336.1	2011	0.82951	4	0	
JQ513337.1	2011	0.82832	4	0	
JQ513334.1	2010	0.82916	4	0	
JQ513335.1	2011	0.82729	4	0	
GQ199883.1	1996	0.82146	4	0	
GQ199881.1	1996	0.82039	4	0	
GQ199878.1	1994	0.82036	4	0	
FJ882599.1	1999	0.82536	4	0	
FJ024424.1	1998	0.82536	4	0	
FJ882597.1	1998	0.82368	4	0	
EU854297.1	1998	0.82369	4	0	
FJ882600.1	1999	0.82543	4	0	
EU854295.1	1986	0.82543	4	0	
FJ882598.1	1998	0.82396	4	0	
GQ199885.1	1996	0.82311	4	0	
FJ850058.1	1996	0.82256	4	0	
GQ199882.1	1996	0.82184	4	0	
FJ882596.1	1998	0.82231	4	0	
FJ882595.1	1998	0.82231	4	0	
KP140942.1	2014	0.83779	4	0	
KT276273.1	2014	0.83749	4	0	
FJ850059.1	1998	0.82331	4	0	
EU854296.1	1998	0.82312	4	0	
GQ868579.1	2001	0.82668	4	0	
GQ868580.1	2001	0.82671	4	0	
GQ868581.1	2001	0.82726	4	0	
GQ868582.1	2001	0.82726	4	0	
FJ639737.1	1998	0.82261	4	0	
FJ639742.1	1999	0.82471	4	0	
FJ639744.1	1999	0.82491	4	0	
FJ639739.1	1998	0.82508	4	0	
FJ639745.1	1999	0.82568	4	0	
FJ639748.1	2000	0.82711	4	0	
FJ639736.1	1998	0.82364	4	0	
FJ850095.1	2000	0.8251	4	0	
GQ868583.1	2004	0.82883	4	0	
GQ868584.1	2004	0.82883	4	0	
FJ639773.1	2001	0.82711	4	0	
EU854301.1	2007	0.83151	4	0	
FJ882592.1	2008	0.83151	4	0	
FJ882584.1	2007	0.83191	4	0	
JQ513341.1	2010	0.83571	4	0	
JQ513330.1	2010	0.83721	4	0	
JQ513332.1	2010	0.8394	4	0	
JQ513331.1	2010	0.83849	4	0	
JQ513333.1	2010	0.83478	4	0	
JQ513340.1	2010	0.835	4	0	
FJ882580.1	2007	0.8313	4	0	
FJ182016.1	2007	0.83153	4	0	
JN819406.1	2006	0.83071	4	0	
HQ332174.1	2007	0.83215	4	0	
FJ882585.1	2007	0.83141	4	0	
GQ199876.1	2007	0.83288	4	0	
HQ332172.1	2007	0.82964	4	0	
FJ182017.1	2007	0.83057	4	0	
HQ332173.1	2007	0.83047	4	0	
EU854300.1	2007	0.83208	4	0	
FJ882581.1	2007	0.83194	4	0	
FJ882582.1	2007	0.83296	4	0	
FJ882588.1	2007	0.83273	4	0	
HQ332175.1	2007	0.83142	4	0	
FJ882587.1	2007	0.8316	4	0	
FJ882586.1	2007	0.8317	4	0	
GQ868585.1	2005	0.83028	4	0	
JQ513339.1	2011	0.83501	4	0	
JQ513344.1	2011	0.83821	4	0	
JQ513338.1	2011	0.83552	4	0	
JQ513342.1	2011	0.83472	4	0	
JQ513343.1	2011	0.83714	4	0	
HQ332176.1	2007	0.83089	4	0	
KT794007.1	2011	0.8362	4	0	
KJ596663.1	2012	0.8383	4	0	
KJ579241.1	2012	0.83995	4	0	
KJ579242.1	2012	0.83995	4	0	
KJ596659.1	2012	0.83941	4	0	
KJ596668.1	2012	0.8394	4	0	
KJ596658.1	2012	0.83995	4	0	
KJ579243.1	2012	0.8405	4	0	
KJ596665.1	2012	0.8405	4	0	
KJ579246.1	2012	0.83775	4	0	
KJ596672.1	2012	0.83957	4	0	
KJ579245.1	2012	0.84012	4	0	
KJ596660.1	2012	0.84232	4	0	
KJ596674.1	2012	0.84287	4	0	
KJ596670.1	2012	0.84287	4	0	
KJ579244.1	2012	0.84177	4	0	
KJ596662.1	2012	0.84177	4	0	
KJ596666.1	2012	0.84177	4	0	
KU513441.1	2013	0.84124	4	0	
KP188566.1	2013	0.84188	4	0	
KP188565.1	2013	0.84735	4	0	
KP188563.1	2013	0.84355	4	0	
KP188562.1	2012	0.84298	4	0	
KJ596673.1	2012	0.83902	4	0	
KJ579240.1	2012	0.84077	4	0	
KJ596671.1	2012	0.84076	4	0	
KJ596669.1	2012	0.84012	4	0	
KJ596664.1	2012	0.84012	4	0	
KJ596667.1	2012	0.84012	4	0	
KJ579248.1	2012	0.84013	4	0	
KJ579247.1	2012	0.83902	4	0	
KP188557.1	2012	0.84063	4	0	
KP188561.1	2012	0.84096	4	2	
KP188559.1	2012	0.84043	4	0	
KP188558.1	2012	0.83998	4	0	
KP188560.1	2012	0.83998	4	0	
JN983813.1	2010	0.83621	4	0	
KJ596661.1	2012	0.83805	4	0	
KP188564.1	2013	0.83854	4	0	
JN559741.2	2010	0.83454	4	0	
EU854299.1	2007	0.83187	4	0	
GQ868645.1	2007	0.83242	4	0	
GQ868643.1	2007	0.83297	4	0	
FJ882583.1	2007	0.83352	4	0	
FJ882590.1	2007	0.83462	4	0	
GQ868644.1	2007	0.83572	4	0	
FJ882591.1	2007	0.83572	4	0	
FJ882589.1	2007	0.83517	4	0	
GQ868642.1	2007	0.83407	4	0	
JN819409.1	1998	0.82711	4	0	
FJ639738.1	1998	0.82316	4	0	
FJ639764.1	2001	0.82576	4	0	
GQ252675.1	1995	0.82082	4	0	
FJ850057.1	1995	0.82155	4	0	
GQ199879.1	1994	0.82097	4	0	
GQ199880.1	1995	0.82154	4	0	
FJ810417.1	1995	0.82172	4	0	
GU318310.1	2009	0.81691	19	64	
FJ226067.1	1994	0.81953	4	0	
GU318307.1	2009	0.8179	19	64	
GU318306.1	2009	0.81788	19	64	
GU318309.1	2009	0.81535	19	64	
GU318308.1	2009	0.81761	19	64	
GU318316.1	2009	0.81494	19	64	
GU318312.1	2009	0.81328	19	64	
GU318315.1	2009	0.81445	19	64	
GU318313.1	2009	0.81514	19	64	
GU318311.1	2009	0.81586	19	64	
GU318318.1	2009	0.81569	19	64	
GU318317.1	2009	0.81459	19	64	
JN559740.2	1982	0.81316	4	0	
KU513442.1	2016	0.8124	4	0	
KM190936.1	2006	0.81325	4	0	
M14931.2	1986	0.81435	4	0	
NC_002640.1	2000	0.81491	4	0	
AF326573.1	2000	0.8138	4	0	
DI401647.1	2014	0.82097	4	0	
DI403036.1	2014	0.82097	4	0	
KF907503.1	1953	0.81396	4	0	
GU289913.1	1982	0.81283	4	0	
JF262781.1	1995	0.82105	4	0	
FJ024476.1	1997	0.82327	4	0	
FJ196849.1	1978	0.81899	4	0	
KC333651.1	2012	0.83512	4	0	
GQ398256.1	2005	0.82902	4	0	
JQ915089.1	2009	0.83424	4	0	
JQ915086.1	2009	0.83404	4	0	
JQ915083.1	2009	0.83421	4	0	
JQ915082.1	2009	0.83476	4	0	
JQ915081.1	2009	0.83476	4	0	
JQ915087.1	2009	0.83389	4	0	
JQ915090.1	2009	0.83426	4	0	
JQ915088.1	2009	0.83391	4	0	
JQ915084.1	2010	0.83494	4	0	
JX024758.1	2010	0.83687	4	0	
JX024757.1	2010	0.83687	4	0	
LC069810.1	2015	0.83296	4	0	
KC762698.1	2008	0.8345	4	0	
JF741967.1	2010	0.83722	4	0	
KP723482.1	2010	0.83749	4	0	
JQ822247.1	2010	0.83749	4	0	
KC762696.1	2007	0.83425	4	0	
KC762694.1	2007	0.83369	4	0	
KC762699.1	2008	0.83425	4	0	
AY858050.1	2004	0.83124	4	0	
JQ915085.1	2008	0.83399	4	0	
HQ875339.1	2008	0.83356	4	0	
AY858049.1	2004	0.83283	4	0	
AY618993.1	2004	0.82898	4	0	
AY776330.1	2004	0.82795	4	0	
KC762697.1	2007	0.83269	4	0	
KC762695.1	2007	0.83268	4	0	
KR011349.2	1956	0.80063	4	2	
KP406806.1	2015	0.80153	4	0	
GQ868594.1	1956	0.80173	4	0	
AY947539.1	2005	0.80173	4	0	
AF289029.1	2000	0.82011	4	0	
FJ196850.1	1990	0.82264	4	0	
AY618991.1	2004	0.81524	4	0	
KF955527.1	2007	0.84156	4	17	
KF955516.1	2008	0.84231	4	0	
KF955510.1	2002	0.83483	4	0	
KF955511.1	2005	0.83958	4	0	
AY618992.1	2004	0.8337	4	0	
KR922405.1	2011	0.84062	4	0	
KT026309.1	2011	0.84207	4	0	
KT026308.1	2011	0.84208	4	0	
KT026310.1	2011	0.83956	4	0	
JN638572.1	2008	0.85117	4	0	
JN638571.1	2007	0.84123	4	1	
KF955528.1	2007	0.84341	22	18	
JN638570.1	2008	0.84065	4	0	
KF955529.1	2007	0.83978	25	80	
JQ513345.1	2011	0.8363	4	0	
AY618990.1	2004	0.82663	4	0	
JQ922559.1	1979	0.82853	4	0	
KF041260.1	2009	0.83383	4	0	
JQ922560.1	2009	0.83471	4	0	
JQ922558.1	1962	0.81413	4	0	
JF262783.1	1961	0.80198	4	0	
JQ686088.2	2012	0.70452	7	0	
KP406804.1	2015	0.70438	7	0	
HM582099.1	1971	0.71697	7	0	
HM582107.1	1972	0.72101	7	0	
HM582110.1	1973	0.72082	7	2	
HM582102.1	1971	0.71963	7	0	
HM582109.1	1971	0.71954	7	0	
HM582108.1	1972	0.71954	7	0	
HM582100.1	1971	0.71844	7	0	
HM582103.1	1972	0.71845	7	0	
HM582101.1	1971	0.71881	7	0	
AY744147.1	2004	0.7201	7	0	
HM582112.1	1974	0.72	7	0	
HM582111.1	1974	0.72051	7	0	
HM582113.1	1974	0.72106	7	0	
HM582114.1	1974	0.72161	7	3	
HM582115.1	1974	0.72161	7	0	
HM582117.1	1974	0.71964	7	0	
HM582116.1	1974	0.71982	7	0	
HM582106.1	1972	0.7188	7	1	
HM582105.1	1972	0.71912	7	0	
HM582104.1	1972	0.71912	7	0	
GQ398257.1	1977	0.73084	1	0	
GQ868600.1	1969	0.71596	1	0	
DL138662.1	2008	0.71702	7	15	
JX966380.1	1969	0.71517	7	0	
GQ868592.1	1986	0.72638	7	0	
AY702040.1	2004	0.72638	7	0	
AF100467.1	1998	0.73383	7	0	
EU056811.1	1995	0.7334	7	0	
AF100468.1	1998	0.73386	7	0	
FJ898449.1	1984	0.72616	7	0	
GQ868599.1	1987	0.72743	7	0	
AF100465.1	1998	0.72743	7	0	
GQ868589.1	1983	0.72743	7	0	
GQ868588.1	1983	0.72743	7	0	
AF100469.1	1998	0.72932	7	0	
GQ868590.1	1992	0.72932	7	0	
JX966379.1	1994	0.73189	7	0	
EU056812.1	1977	0.7184	7	0	
JQ922553.1	1980	0.74612	7	0	
JQ922550.1	1971	0.73484	7	0	
KJ918750.1	2007	0.71032	7	0	
JQ922552.1	1960	0.74053	7	0	
LC121816.1	2016	0.74107	1	0	
JX475906.1	2009	0.73414	1	0	
FJ882602.1	1996	0.72988	1	0	
KF041236.1	2008	0.74067	1	0	
AF276619.1	2000	0.73326	1	0	
AF359579.1	2001	0.73432	1	0	
JQ955623.1	2009	0.73932	7	0	
JQ922549.1	1996	0.73803	1	0	
GQ252676.1	2003	0.73655	1	0	
GQ252677.1	2004	0.73673	1	0	
KF360005.1	2010	0.74383	1	0	
KF041235.1	2009	0.74082	1	0	
KJ010186.1	2013	0.74572	1	0	
KF041234.1	2011	0.74323	1	0	
KF041232.1	2011	0.74327	1	0	
KM217157.1	2011	0.74585	1	0	
KM217156.1	2011	0.74585	1	0	
KJ010185.1	2011	0.7464	1	0	
KM217158.1	2013	0.7464	1	0	
KJ701507.1	2013	0.7464	1	0	
KF041233.1	2011	0.74204	1	0	
KF041237.1	2009	0.741	1	0	
KJ830750.1	2014	0.74602	1	0	
DQ448231.2	2001	0.73467	1	0	
FJ898454.1	2006	0.73897	1	0	
JQ955624.1	2011	0.74444	1	0	
KF479233.1	2013	0.7432	1	0	
KX380829.1	2013	0.74332	1	0	
KX380828.1	2013	0.74296	1	0	
JQ922551.1	2005	0.74763	1	0	
GQ398263.1	1975	0.72153	1	0	
LC111438.1	2016	0.74124	1	0	
AY037116.1	1995	0.73492	1	0	
KC964094.1	1993	0.74366	1	0	
FJ196854.1	1993	0.74366	1	0	
FJ196853.1	2003	0.73571	1	0	
KX380836.1	2013	0.74987	1	0	
KX380835.1	2013	0.74835	1	0	
KX380809.1	2012	0.7489	1	0	
KX380830.1	2013	0.75055	1	0	
KX380833.1	2013	0.75055	1	0	
KX380819.1	2012	0.75131	1	0	
KX380810.1	2012	0.75121	1	0	
KX380838.1	2013	0.75055	1	0	
KX380822.1	2012	0.75013	1	0	
KX380832.1	2013	0.75013	1	0	
AY858036.2	2004	0.74411	1	0	
HM488257.1	2001	0.74214	1	0	
JF327392.1	2009	0.7403	1	0	
KX380815.1	2012	0.75265	1	0	
KX380818.1	2012	0.75238	1	0	
EU359009.1	2007	0.74582	1	0	
KC131142.1	2012	0.74982	1	0	
KX380808.1	2012	0.75032	1	0	
KC762668.1	2008	0.74617	1	0	
KC762670.1	2007	0.74624	1	0	
KC762669.1	2007	0.74624	1	0	
EU179858.1	2005	0.74585	1	0	
EU179857.1	2005	0.74471	1	0	
JN851126.1	2005	0.74687	1	0	
JN851123.1	2004	0.74496	1	0	
JN851127.1	2004	0.74653	1	0	
JN851124.1	2005	0.74586	1	0	
EU081178.1	2005	0.74646	1	0	
EU081177.1	2005	0.74701	1	0	
JN851125.1	2005	0.74701	1	0	
EU081179.1	2005	0.74591	1	0	
EU081180.1	2005	0.74628	1	0	
KU365901.1	2015	0.7525	1	0	
KU365903.1	2015	0.75305	1	0	
KU365902.1	2015	0.75305	1	0	
JN851130.1	2005	0.74601	1	0	
KC762673.1	2008	0.7485	1	0	
KC762674.1	2008	0.7485	1	0	
KC762677.1	2008	0.74872	1	0	
KC762676.1	2007	0.74896	1	0	
KC762675.1	2008	0.7496	1	0	
AY858035.2	2004	0.74374	1	0	
JX470186.1	2010	0.74878	1	0	
KP723479.1	2010	0.74878	1	0	
KC762679.1	2010	0.75048	1	0	
KC762680.1	2010	0.75048	1	0	
KC762671.1	2008	0.74827	1	0	
KC762672.1	2008	0.74827	1	0	
EU482640.1	2006	0.74763	1	0	
EU482672.1	2006	0.74715	1	0	
EU179859.1	2006	0.76308	1	0	
KP012546.1	2014	0.74991	1	0	
KT187557.1	2014	0.7511	1	0	
KP723478.1	2014	0.7511	1	0	
KT187554.1	2014	0.75166	1	0	
KT187555.1	2014	0.75165	1	0	
KT187558.1	2014	0.75165	1	0	
KT187553.1	2014	0.7522	1	0	
KT187556.1	2014	0.7522	1	0	
KX380807.1	2012	0.75164	1	0	
KM279603.1	2007	0.74976	1	0	
KR779782.1	2007	0.74976	1	0	
JN851115.1	2007	0.74972	1	0	
JN851117.1	2007	0.75166	1	0	
JN851114.1	2007	0.75187	1	0	
JN851122.1	2008	0.75253	1	0	
GQ398267.1	2007	0.75238	1	0	
GU370050.1	2007	0.75146	1	0	
JN851120.1	2007	0.75176	1	0	
JN851121.1	2008	0.75261	1	0	
JN851116.1	2007	0.75187	1	0	
KM279609.1	2009	0.75357	1	0	
KM279517.1	2011	0.75561	1	0	
KM279584.1	2011	0.75561	1	0	
KM279585.1	2011	0.75565	1	0	
KM279519.1	2011	0.75658	1	0	
KX380821.1	2012	0.76303	1	0	
KM279580.1	2013	0.76027	1	0	
KM279577.1	2012	0.76082	1	0	
KM279579.1	2012	0.76082	1	0	
KX380824.1	2012	0.76027	1	0	
KX380823.1	2012	0.76082	1	0	
KX380820.1	2012	0.76082	1	0	
KM279576.1	2012	0.76082	1	0	
KM279578.1	2012	0.76137	1	0	
KM279600.1	2012	0.76137	1	0	
KM279599.1	2012	0.76137	1	0	
KM279601.1	2012	0.76027	1	0	
KM279598.1	2012	0.76027	1	0	
KM279597.1	2012	0.76027	1	0	
KM279571.1	2012	0.75917	1	0	
KM279572.1	2012	0.76082	1	0	
KM279573.1	2012	0.76082	1	0	
KM279575.1	2012	0.76082	1	0	
KM279574.1	2012	0.76082	1	0	
KX380814.1	2012	0.76082	7	0	
KX380813.1	2012	0.76082	1	0	
KX380816.1	2012	0.76192	1	0	
KX380827.1	2013	0.76192	1	0	
KX380826.1	2013	0.76192	1	0	
KX380837.1	2013	0.76192	1	0	
KX380825.1	2013	0.76082	1	0	
KM279566.1	2012	0.75807	1	0	
KM279569.1	2012	0.75862	1	0	
KM279595.1	2012	0.75917	1	0	
KM279593.1	2012	0.75917	1	0	
KM279582.1	2011	0.75717	1	0	
KM279520.1	2011	0.75772	1	0	
KM279515.1	2011	0.75772	1	0	
KM279521.1	2011	0.75937	1	0	
KM279522.1	2011	0.75937	1	0	
KM279524.1	2011	0.75992	1	0	
KM279583.1	2011	0.75992	1	0	
KM279564.1	2012	0.76267	1	0	
KM279562.1	2012	0.76322	1	0	
KM279568.1	2012	0.76322	1	0	
KM279559.1	2012	0.76212	1	0	
KM279565.1	2012	0.76212	1	0	
KM279563.1	2012	0.76212	1	0	
KM279567.1	2012	0.76212	1	0	
KM279558.1	2012	0.76212	1	0	
KM279561.1	2012	0.76212	1	0	
KX380817.1	2012	0.76221	1	0	
KM279535.1	2012	0.76102	1	0	
KM279555.1	2012	0.76102	1	0	
KX380834.1	2013	0.76157	1	0	
KX380811.1	2012	0.76212	1	0	
KX380831.1	2013	0.76267	1	0	
KX380812.1	2012	0.76267	1	0	
KM279527.1	2011	0.76047	1	0	
KM279551.1	2012	0.76157	1	0	
KM279588.1	2012	0.76212	1	0	
KM279590.1	2012	0.76212	1	0	
KM279552.1	2012	0.76212	1	0	
KM279546.1	2012	0.76267	1	0	
KM279539.1	2012	0.76267	1	0	
KM279538.1	2012	0.76487	1	0	
KM279542.1	2012	0.76487	1	0	
KM279533.1	2012	0.76542	1	0	
KM279531.1	2012	0.76652	1	0	
KM279547.1	2012	0.76652	1	0	
KM279541.1	2012	0.76652	1	0	
KM279587.1	2012	0.76652	1	0	
KM279548.1	2012	0.76652	1	0	
KM279540.1	2012	0.76652	1	0	
KM279530.1	2012	0.76652	1	0	
KM279545.1	2012	0.76652	1	0	
KM279534.1	2012	0.76652	1	0	
KM279536.1	2012	0.76652	1	0	
KM279553.1	2012	0.76652	1	0	
KM279554.1	2012	0.76652	1	0	
KM279589.1	2012	0.76817	1	0	
KM279549.1	2012	0.76817	1	0	
KM279591.1	2012	0.76762	1	0	
KM279537.1	2012	0.76817	1	0	
KM279532.1	2012	0.76817	1	0	
KM279592.1	2012	0.76817	1	0	
KM279560.1	2012	0.76872	1	0	
KM279557.1	2012	0.76872	1	0	
KM279556.1	2012	0.76487	1	0	
KM279550.1	2012	0.76377	1	0	
KM279544.1	2012	0.76377	1	0	
KM279543.1	2012	0.76377	1	0	
KM279529.1	2012	0.76157	1	0	
KM279513.1	2011	0.75882	1	0	
KM279514.1	2011	0.75882	1	0	
KM279586.1	2011	0.75882	1	0	
KM279523.1	2011	0.75882	1	0	
KM279516.1	2011	0.75937	1	0	
KM279581.1	2011	0.75937	1	0	
KM279526.1	2011	0.75882	1	0	
KM279525.1	2011	0.75882	1	0	
KM279518.1	2011	0.75827	1	0	
KM279528.1	2012	0.75833	1	0	
KM279594.1	2012	0.7586	1	0	
KM279596.1	2012	0.75924	1	0	
KM279570.1	2012	0.75924	1	0	
KM279610.1	2010	0.75497	1	0	
JN851118.1	2008	0.75272	1	0	
KM279602.1	2008	0.75217	1	0	
GQ398265.1	2008	0.75187	1	0	
GQ398266.1	2007	0.75187	1	0	
JN851119.1	2008	0.75132	1	0	
JN851113.1	2006	0.74857	1	0	
KM279605.1	2009	0.75053	1	0	
KM279606.1	2010	0.75204	1	0	
KM279607.1	2010	0.75225	1	0	
KM279608.1	2010	0.75299	1	0	
GU370051.1	2008	0.75023	1	0	
KM279604.1	2008	0.75023	1	0	
KC762660.1	2007	0.74537	1	0	
KC762656.1	2007	0.74831	1	0	
KC762655.1	2007	0.74803	1	0	
KC762658.1	2007	0.74713	1	0	
KC762661.1	2007	0.74902	1	0	
KC762662.1	2007	0.74894	1	0	
KC762664.1	2008	0.74998	1	0	
KC762663.1	2008	0.74952	1	0	
KC762678.1	2010	0.75132	1	0	
KC762665.1	2007	0.74748	1	0	
KC762667.1	2008	0.74872	1	0	
KC762666.1	2008	0.74872	1	0	
KC762657.1	2008	0.74687	1	0	
KC762659.1	2008	0.74687	1	0	
JN851128.1	2006	0.74687	1	0	
JN851129.1	2006	0.7469	1	0	
AB189122.1	2004	0.73729	1	0	
AB189124.1	2004	0.73775	1	0	
AB189123.1	2004	0.73775	1	0	
JN851131.1	2005	0.74423	1	0	
DQ645541.1	2006	0.74292	1	0	
DQ645555.1	2006	0.74343	1	0	
DQ645556.1	2006	0.74559	1	0	
DQ645547.1	2006	0.74618	1	0	
DQ645550.1	2006	0.74628	1	0	
DQ645548.1	2006	0.74508	1	0	
DQ645546.1	2006	0.74618	1	0	
DQ645549.1	2006	0.74618	1	0	
DQ645551.1	2006	0.74563	1	0	
DQ645554.1	2006	0.74618	1	0	
DQ645552.1	2006	0.74618	1	0	
DQ645553.1	2006	0.74564	1	0	
DQ645545.1	2006	0.74398	1	0	
DQ645540.1	2006	0.74347	1	0	
DQ645543.1	2006	0.74402	1	0	
DQ645544.1	2006	0.74402	1	0	
AY776328.1	2004	0.74351	1	0	
DQ645542.1	2006	0.74347	1	0	
KF744398.1	2005	0.74658	1	0	
KF744397.1	2001	0.74024	1	0	
FJ196852.1	2001	0.74462	1	0	
KC964093.1	2001	0.74462	1	0	
EF051521.1	2001	0.74161	1	0	
KR920365.1	2015	0.74161	1	0	
GQ398264.1	1976	0.72247	1	0	
GQ398258.1	1975	0.71402	1	0	
GQ398259.1	1976	0.71466	1	0	
GQ398262.1	1976	0.71561	1	0	
GQ398260.1	1976	0.7162	1	0	
GQ398261.1	1976	0.71671	1	0	
GU131843.1	1986	0.72515	1	0	
EU056810.1	1983	0.7215	1	0	
DQ181801.1	1990	0.73519	1	0	
FJ639698.1	2002	0.74155	1	0	
FJ639700.1	2002	0.74247	1	0	
FJ639701.1	2002	0.74302	1	0	
FJ639699.1	2002	0.74302	1	0	
FJ639697.1	2001	0.74148	1	0	
JF730044.1	2001	0.74096	1	0	
KF921931.1	2003	0.74318	1	0	
FJ639703.1	2003	0.74418	1	0	
FJ639702.1	2003	0.7439	1	0	
JX649147.1	1995	0.73767	1	0	
JX649148.1	1995	0.73767	1	0	
FM210237.2	2003	0.74262	1	0	
FM210213.1	2005	0.74475	1	0	
FM210222.1	2004	0.74565	1	0	
FM210234.2	2004	0.74462	1	0	
EU482778.1	2003	0.74499	1	0	
FM210226.1	2002	0.74479	1	0	
FM210244.2	2004	0.74682	1	0	
FM210217.1	1999	0.74747	1	0	
FM210228.1	2003	0.74544	1	0	
AB479041.1	2002	0.74378	1	0	
AB479042.1	2002	0.74378	1	0	
FM210238.2	2001	0.74109	1	0	
EU482788.1	2003	0.7441	1	0	
EU482783.1	2003	0.74373	1	0	
FM210219.1	2003	0.74708	1	0	
FM210239.2	2004	0.74743	1	0	
FM210236.2	2004	0.74869	1	0	
FM210209.1	2003	0.74813	1	0	
EU482787.1	2003	0.74813	1	0	
FM210210.1	2003	0.74674	1	0	
FM210232.2	2004	0.74738	1	0	
EU482781.1	2003	0.74756	1	0	
EU482785.1	2003	0.74812	1	0	
EU482780.1	2003	0.74811	1	0	
FM210223.1	2003	0.74617	1	0	
EU482779.1	2003	0.74553	1	0	
FM210203.1	2003	0.74553	1	0	
FM210230.1	2003	0.74482	1	0	
FM210212.1	2003	0.74426	1	0	
FM210229.1	2003	0.74516	1	0	
FM210208.1	2003	0.74611	1	0	
FM210235.2	2005	0.74587	1	0	
FM210243.2	2004	0.74344	1	0	
FM210227.1	2002	0.74382	1	0	
FM210204.1	2003	0.74373	1	0	
FM210218.1	2002	0.7421	1	0	
FM210220.1	2003	0.74344	1	0	
FM210202.1	2004	0.74404	1	0	
EU482664.1	2006	0.74407	1	0	
FM210224.1	2001	0.74161	1	0	
EU482449.1	2006	0.7464	1	0	
EU482666.1	2006	0.74678	1	0	
EU482660.1	2006	0.74687	1	0	
EU482662.1	2006	0.7474	1	0	
EU482648.1	2006	0.7474	1	0	
FM210241.2	2004	0.74641	1	0	
FM210221.1	2003	0.74477	1	0	
FM210225.1	2001	0.74216	1	0	
AF119661.1	1999	0.73253	1	0	
GQ398269.1	1994	0.74121	1	0	
EU569704.1	1986	0.73414	1	0	
EU482568.1	1986	0.73509	1	0	
EU482576.1	1987	0.73547	1	0	
EU482577.1	1987	0.73547	1	0	
EU482594.1	1992	0.73847	1	0	
KF955371.1	1994	0.74337	1	0	
EU482561.1	1996	0.74389	1	0	
GQ398298.1	1995	0.7425	1	0	
EU482741.1	1994	0.74268	1	0	
GQ398300.1	1994	0.74268	1	0	
GQ398299.1	1994	0.74259	1	0	
EU482737.1	1994	0.74158	1	0	
EU482736.1	1994	0.74158	1	0	
GQ398301.1	1995	0.74167	1	0	
GQ398303.1	1994	0.74222	1	0	
GQ398302.1	1994	0.74231	1	0	
EU569705.1	1993	0.74103	1	0	
GQ398297.1	1994	0.74195	1	0	
EU569707.1	1995	0.74174	1	0	
GQ398293.1	1994	0.74189	1	0	
GQ398292.1	1994	0.74217	1	0	
EU529694.1	1994	0.74211	1	0	
GQ398295.1	1994	0.74257	1	0	
GQ398294.1	1994	0.74257	1	0	
GQ398296.1	1994	0.74248	1	0	
GQ398305.1	1994	0.74162	1	0	
GQ398304.1	1994	0.74162	1	0	
