Accession_no	 Seq_length	 NumberofN	 Coll_Date	 Pub_Date	 
JF920396.1	10675	0	2009	2011	
KF041233.1	10723	0	2011	2013	
KT726358.1	10663	0	2001	2015	
GQ199794.1	10684	0	2007	2009	
GU131723.1	10472	0	2008	2009	
FJ850060.1	10729	0	2000	2009	
AY776328.1	10485	0	na	2004	
FJ461325.1	10677	0	2007	2008	
FJ744720.1	10678	0	2001	2009	
GQ199846.1	10690	0	2006	2009	
EU482776.1	10678	0	2005	2008	
FJ687438.1	10678	0	2001	2009	
FJ562099.1	10651	0	2007	2008	
JF937597.1	10379	0	2007	2011	
EU482748.1	10681	0	2005	2008	
FJ205878.1	10678	0	2007	2008	
DQ672559.1	10735	0	na	2006	
EU081247.1	10735	0	2005	2007	
EU482500.1	10685	0	2007	2008	
KJ189258.1	10692	0	2002	2014	
GQ868578.1	10659	0	2007	2009	
GU289914.1	10723	0	1974	2009	
EU569689.1	10648	0	2001	2008	
FJ410273.1	10690	0	2008	2008	
JN406515.1	10707	0	2008	2011	
HM582107.1	10713	0	1972	2010	
FJ898427.1	10689	0	2006	2009	
FJ850091.1	10678	0	2007	2009	
EU482760.1	10679	0	2005	2008	
FJ744742.1	10679	0	2006	2009	
JX669489.1	10709	0	2003	2012	
GQ398270.1	10724	0	1994	2009	
FJ182014.1	10680	0	2007	2008	
FJ850058.1	10606	0	1996	2009	
GU131946.1	10631	0	2008	2009	
FM210204.1	10559	0	2003	2008	
KC762691.1	10707	0	2008	2013	
FJ898453.1	10678	0	2005	2009	
JQ513340.1	10604	0	2010	2012	
AY713476.1	10614	0	na	2004	
FJ182026.1	10690	0	2007	2008	
FJ687426.1	10676	0	2001	2009	
FJ850089.1	10652	0	2006	2009	
FJ882522.1	10690	0	2006	2009	
EU482558.1	10648	0	1998	2008	
GU131817.1	10418	0	2008	2009	
GQ868542.1	10678	0	1994	2009	
JX286525.1	10596	0	2010	2012	
KJ622199.1	10710	0	2013	2014	
KM279530.1	10723	0	2012	2014	
FJ639822.1	10679	0	2006	2009	
GU131933.1	10487	0	2006	2009	
JQ920476.1	10671	0	1991	2012	
GU131917.1	10616	0	2007	2009	
DQ675524.1	10707	0	1998	2006	
FJ639830.1	10679	0	2001	2009	
FJ562101.1	10690	0	2007	2008	
EU677143.1	10678	0	1999	2008	
FJ410270.1	10688	0	2008	2008	
EU482772.1	10680	0	2006	2008	
EU081233.1	10735	0	2005	2007	
KC762638.1	10735	0	2008	2013	
EU687236.1	10678	0	2003	2008	
FJ024452.1	10678	0	2007	2008	
FJ882586.1	10606	0	2007	2009	
JQ915073.1	10699	0	2008	2012	
DI403032.1	10723	0	na	2014	
FJ478456.1	10648	0	2002	2008	
EU482554.1	10639	0	1998	2008	
KC692516.1	10735	0	2010	2013	
FJ024424.1	10606	0	1998	2008	
EU482454.1	10663	0	2006	2008	
FJ547079.1	10648	0	2001	2008	
FJ547085.1	10648	0	2006	2008	
KM279590.1	10723	0	2012	2014	
EU677176.1	10690	0	2007	2008	
GU131847.1	10525	0	2006	2009	
KC762622.1	10735	0	2008	2013	
FJ547065.1	10674	0	2007	2008	
KJ189294.1	10692	0	2006	2014	
KM279564.1	10723	0	2012	2014	
EU482462.1	10653	0	2007	2008	
JQ045657.1	10672	0	na	2011	
HQ541789.1	10718	0	2008	2010	
EU482792.1	10690	0	2003	2008	
FJ024470.1	10626	0	2004	2008	
JN819423.1	10680	0	2001	2011	
FJ744718.1	10678	0	2001	2009	
EU081229.1	10735	0	2005	2007	
KM204119.1	10736	3	1944	2014	
JQ955623.1	10670	0	2009	2012	
DQ675530.1	10707	0	1998	2006	
GQ868606.1	10690	0	2006	2009	
EU687218.1	10648	0	1998	2008	
KF973453.1	10303	0	2011	2013	
GU318309.1	10500	6486	na	2009	
EU482549.1	10679	0	2006	2008	
FM210220.1	10616	0	2003	2008	
FJ639716.1	10648	0	2008	2009	
FJ639681.1	10676	0	2003	2009	
FJ639728.1	10648	0	2005	2009	
FJ410267.1	10690	0	2008	2008	
KP406806.1	10664	0	na	2015	
KJ596658.1	10649	0	2012	2014	
AF100459.1	10685	0	na	1998	
KF955333.1	10502	0	2005	2013	
FJ882547.1	10664	0	2007	2009	
EU482535.1	10690	0	2006	2008	
FJ639720.1	10648	0	2001	2009	
FJ639700.1	10679	0	2002	2009	
JQ287663.1	11195	0	2007	2011	
JQ045647.1	10672	0	na	2011	
KU725666.1	10696	0	na	2016	
KF921921.1	10136	0	2009	2013	
DQ645551.1	10671	0	na	2006	
GU131790.1	10515	0	2008	2009	
KF921941.1	10177	0	2008	2013	
GU131724.1	10475	0	2008	2009	
KC762646.1	10735	0	2007	2013	
KJ189308.1	10477	0	2009	2014	
HM181966.1	10486	0	2008	2010	
KF921949.1	10449	0	2008	2013	
GU131776.1	10464	0	2008	2009	
HM631853.1	10657	0	2007	2010	
FJ906966.1	10678	0	2009	2009	
KP188553.1	10403	0	2013	2014	
AY676352.1	10709	0	na	2004	
KJ596662.1	10649	0	2012	2014	
JF730047.1	10477	0	2008	2011	
JN638344.1	10735	0	1995	2011	
EU482678.1	10678	0	2006	2008	
FJ410174.1	10690	0	1995	2008	
KM403575.1	10714	0	2012	2014	
HM181950.1	10460	0	2007	2010	
KJ933413.1	10689	0	2012	2014	
HQ891316.1	10735	0	2009	2010	
EU677178.1	10690	0	2007	2008	
GU370049.1	10564	0	2008	2009	
FJ639796.1	10676	0	2004	2009	
HQ332183.1	10735	0	2007	2010	
JF937647.1	10682	0	2009	2011	
FJ177308.1	10652	0	2001	2008	
GU131878.1	10638	0	2007	2009	
LC011948.1	10693	0	2014	2014	
FJ898474.1	10664	0	2007	2009	
FJ390387.1	10668	0	2007	2008	
FM210205.1	10691	0	2005	2008	
GQ199867.1	10690	0	2004	2009	
GU131716.1	10472	0	2008	2009	
FJ410219.1	10668	0	2007	2008	
KJ701507.1	10656	0	2013	2014	
FJ882573.1	10663	0	1993	2009	
AY858035.2	10723	0	na	2004	
KJ160504.1	10650	0	na	2014	
GQ252675.1	10591	0	1995	2009	
FJ182029.1	10690	0	2007	2008	
HV317819.1	10723	0	na	2010	
KF955446.1	10470	0	2008	2013	
AF513110.1	10735	0	na	2002	
FJ639788.1	10678	0	2004	2009	
GU131963.1	10486	0	2007	2009	
GQ868545.1	10679	0	1996	2009	
KJ189368.1	10480	0	2012	2014	
EU482721.1	10678	0	2006	2008	
FJ024474.1	10640	0	2005	2008	
KC964094.1	10723	0	1993	2013	
HM582110.1	10713	2	1973	2010	
KF955416.1	10690	529	2006	2013	
GQ199810.1	10690	0	2007	2009	
FJ850100.1	10690	0	2007	2009	
JX669462.1	10737	0	2010	2012	
GQ868559.1	10690	0	1998	2009	
EU482773.1	10680	0	2006	2008	
EU081195.1	10707	0	2005	2007	
GQ199843.1	10690	0	2006	2009	
AF022435.1	10723	0	na	1997	
JQ513337.1	10604	0	2011	2012	
FJ882569.1	10690	0	2004	2009	
FJ644564.1	10707	0	2007	2009	
GU131956.1	10690	0	2006	2009	
KF955468.1	10640	0	2001	2013	
FJ744703.1	10673	0	2007	2009	
FJ882581.1	10606	0	2007	2009	
FJ898402.1	10690	0	2006	2009	
KC692515.1	10735	0	2010	2013	
EU596504.1	10690	0	2005	2008	
EU081260.1	10735	0	2005	2007	
KJ189354.1	10443	0	2012	2014	
FJ850110.1	10663	0	2007	2009	
EU482494.1	10684	0	2007	2008	
EU596503.1	10690	0	2005	2008	
FJ547086.1	10690	0	1995	2008	
HG316483.1	10707	0	2010	2013	
KF955490.1	10222	0	2008	2013	
KM279547.1	10670	0	2012	2014	
KX380819.1	10722	0	2012	2016	
KM279563.1	10723	0	2012	2014	
FJ024473.1	10647	0	2005	2008	
EU482731.1	10678	0	2005	2008	
GU131822.1	10479	0	2008	2009	
JF937626.1	10691	0	2010	2011	
KM403594.1	10714	0	2013	2014	
GQ398306.1	10723	0	1994	2009	
EU687251.1	10690	0	2007	2008	
DQ863638.1	10707	0	1973	1997	
EU920831.1	10694	0	1998	2008	
JQ045660.1	10672	0	na	2011	
KT026309.1	10384	0	2011	2015	
JN559741.2	10604	0	2010	2011	
KF955529.1	9337	809	2007	2013	
KF973462.1	10336	0	2011	2013	
GU131875.1	10525	0	2007	2009	
FJ898396.1	10719	0	2006	2009	
EU677138.1	10678	0	2007	2008	
EU677166.1	10690	0	2007	2008	
JF937598.1	10705	0	2006	2011	
KX380831.1	10718	0	2013	2016	
GU131759.1	10676	0	2008	2009	
KJ189288.1	10697	0	2008	2014	
FJ410256.1	10690	0	2008	2008	
JQ915088.1	10572	0	2009	2012	
GU131816.1	10513	0	2008	2009	
FJ639674.1	10673	0	2002	2009	
KF921922.1	10201	0	2009	2013	
GQ398262.1	10723	0	1976	2009	
KX380806.1	10669	0	2013	2016	
GQ199878.1	10592	0	1994	2009	
GQ868631.1	10669	0	2008	2009	
EU482578.1	10678	0	1988	2008	
KX380803.1	10669	0	2013	2016	
KJ596665.1	10649	0	2012	2014	
FJ898404.1	10689	0	2006	2009	
EU482488.1	10690	0	2007	2008	
KM279545.1	10723	0	2012	2014	
HM631850.1	10480	0	2008	2010	
AY676351.1	10707	0	na	2004	
FJ850099.1	10685	0	2007	2009	
KX380827.1	10721	0	2013	2016	
EU482586.1	10678	0	1990	2008	
JX079688.1	10477	0	2008	2012	
KF973478.1	10584	0	2012	2013	
GU131771.1	10462	0	2008	2009	
JF937617.1	10454	0	2008	2011	
HQ891023.1	10497	0	2008	2011	
EU482562.1	10680	0	1989	2008	
KC762667.1	10723	0	2008	2013	
FJ639684.1	10676	0	2005	2009	
KC759167.1	10735	0	2012	2013	
FJ410262.1	10690	0	2008	2008	
GU131743.1	10468	0	2008	2009	
AF100468.1	10674	0	na	1998	
KC294206.1	10723	1	2011	2012	
EU687196.1	10653	0	2002	2008	
JN851118.1	10176	0	2008	2011	
JQ922553.1	10591	0	1980	2012	
JN819422.1	10519	0	2008	2011	
FJ744719.1	10719	0	2001	2009	
EU482810.1	10690	0	2006	2008	
EF457906.1	10666	0	1975	2007	
GU131980.1	10608	0	2007	2009	
KF971695.1	10364	834	2009	2013	
GU131767.1	10472	0	2008	2009	
GU056030.1	10486	0	1997	2009	
KC762643.1	10735	0	2008	2013	
FJ882520.1	10690	0	2006	2009	
AY376738.1	10014	0	na	2003	
KF955364.1	10521	0	2006	2013	
DQ645540.1	10671	0	na	2006	
JQ513330.1	10604	0	2010	2012	
FJ196842.1	10735	0	2003	2008	
AY277666.2	10735	0	na	2003	
JX669465.1	10736	0	2010	2012	
FJ461329.1	10638	0	2007	2008	
EU482619.1	10690	0	2005	2008	
JN697058.1	10735	0	2005	2011	
EU482605.1	10679	0	2007	2008	
DQ645550.1	10671	0	na	2006	
FJ461335.1	10690	0	2008	2008	
EU482693.1	10673	0	2006	2008	
EU482665.1	10671	0	2006	2008	
JN851113.1	10176	0	2006	2011	
KM403625.1	10714	0	2013	2014	
HQ332186.1	10722	0	2007	2010	
EU529700.1	10678	0	1994	2008	
KF955421.1	10654	262	2007	2013	
FJ469907.1	10642	0	2003	2008	
FJ410184.1	10744	0	1993	2008	
GQ199872.1	10690	0	2004	2009	
KT726354.1	10663	0	2001	2015	
KF955401.1	10558	0	2008	2013	
EU596502.1	10690	0	2005	2008	
FJ850064.1	10679	0	2000	2009	
GU370048.1	10542	0	2008	2009	
FJ898401.1	10690	0	2006	2009	
KJ189357.1	10444	0	2012	2014	
FJ205882.1	10684	0	2007	2008	
AB204803.1	10706	0	na	2005	
GQ199790.1	10689	0	2007	2009	
FJ898433.1	10684	0	2007	2009	
GU131801.1	10467	0	2008	2009	
DQ672560.1	10735	0	2001	2006	
EU482790.1	10690	0	2003	2008	
GU131748.1	10418	0	2008	2009	
GQ868532.1	10681	0	2008	2009	
KT187559.1	10714	0	2014	2015	
JQ411814.1	10707	0	1989	2012	
FJ744736.1	10663	0	2001	2009	
KJ189256.1	10693	0	2002	2014	
JQ045678.1	10690	0	na	2011	
GU131793.1	10472	0	2008	2009	
KT726361.1	10663	0	2002	2015	
GU189648.1	10173	0	2009	2009	
FJ898423.1	10679	0	2006	2009	
JX286520.1	10598	0	2010	2012	
FJ182006.1	10648	0	2004	2008	
EU482815.1	10690	0	2006	2008	
GQ199882.1	10592	0	1996	2009	
FJ898437.1	10678	0	2004	2009	
GU131913.1	10648	0	2007	2009	
GQ868626.1	10663	0	2001	2009	
KJ726665.1	10677	353	2012	2014	
HQ705609.1	10681	0	2009	2010	
EU677165.1	10690	0	2007	2008	
FJ744706.1	10679	0	2007	2009	
GQ868630.1	10673	0	2006	2009	
JQ287661.1	10794	0	2006	2011	
KU725664.1	10723	0	na	2016	
JN638341.1	10735	0	1987	2011	
KM279534.1	10723	0	2012	2014	
EU081177.1	10723	0	2005	2007	
EU677157.1	10690	0	2007	2008	
EU081265.1	10735	0	2005	2007	
KX380800.1	10669	0	2012	2016	
FJ744738.1	10651	0	2001	2009	
EU081197.1	10707	0	2005	2007	
EU920846.1	10687	0	2006	2008	
KT726360.1	10663	0	2001	2015	
GQ868506.1	10684	0	2007	2009	
EU677147.1	10678	0	2004	2008	
HQ541785.1	10539	0	2009	2010	
KP188551.1	10603	0	2012	2014	
FJ024456.1	10690	0	2007	2008	
FJ906968.1	10678	0	2009	2009	
EU081279.1	10735	0	2005	2007	
KU216209.1	10674	0	2013	2015	
KP188545.1	10621	0	2013	2014	
KF672763.1	10176	0	2000	2013	
EU482730.1	10629	0	1999	2008	
FJ024432.1	10689	0	2007	2008	
EU687224.1	10678	0	2000	2008	
FJ639750.1	10648	0	2000	2009	
FM210207.1	10691	0	2005	2008	
GU131740.1	10418	0	2008	2009	
KC261634.1	10630	0	2012	2012	
EU726782.1	10690	0	2007	2008	
GQ199821.1	10690	0	2007	2009	
FJ547061.1	10638	0	2007	2008	
GU131693.1	10472	0	2008	2009	
GQ868602.1	10677	0	2004	2009	
JX669503.1	10707	0	2005	2012	
HQ541796.1	10539	0	2009	2010	
GQ252677.1	10628	0	2004	2009	
JQ045627.1	10651	2	na	2011	
GQ868636.1	10690	0	2008	2009	
GQ199835.1	10690	0	2005	2009	
KM279528.1	10723	0	2012	2014	
HM582112.1	10714	0	1974	2010	
EU482622.1	10679	0	2007	2008	
KM279586.1	10723	0	2011	2014	
FJ639704.1	10672	0	2003	2009	
FJ373306.1	10648	0	2002	2008	
EU660412.1	10690	0	2007	2008	
FJ850092.1	10648	0	2007	2009	
KF744408.1	10176	0	2005	2013	
GQ199841.1	10690	0	2006	2009	
DQ401689.1	10707	0	na	2006	
GU131689.1	10403	0	2008	2009	
KC762672.1	10723	0	2008	2013	
JF920399.1	10681	0	2009	2011	
FJ461319.1	10690	0	2007	2008	
EU482519.1	10690	0	2006	2008	
M14931.2	10648	0	na	1986	
FJ882537.1	10690	0	2006	2009	
KF921945.1	10141	0	2008	2013	
GU131720.1	10472	0	2008	2009	
GU318312.1	10500	6486	na	2009	
AF298807.1	10721	0	na	2000	
GQ199797.1	10690	0	2007	2009	
FJ850067.1	10679	0	2006	2009	
GU131736.1	10472	0	2008	2009	
FJ205881.1	10690	0	2007	2008	
HM181954.1	10679	0	2007	2010	
KM403604.1	10714	0	2013	2014	
AY726551.1	10614	0	na	2004	
KC762682.1	10707	0	2007	2013	
EU081250.1	10735	0	2005	2007	
KC172834.1	10648	0	2008	2012	
EU482503.1	10690	0	2007	2008	
KM279588.1	10723	0	2012	2014	
FJ639744.1	10606	0	1999	2009	
EU482747.1	10678	0	1988	2008	
EU482763.1	10679	0	2005	2008	
KU365902.1	10638	0	2015	2015	
FJ882525.1	10690	0	2006	2009	
KF041236.1	10723	0	2008	2013	
GQ868627.1	10663	0	2002	2009	
GQ199787.1	10690	0	2007	2009	
KC294207.1	10723	0	2011	2012	
GQ199804.1	10679	0	2007	2009	
EU081191.1	10707	0	2005	2007	
FJ898462.1	10663	0	2001	2009	
FJ882539.1	10690	0	2006	2009	
KM403634.1	10714	0	2013	2014	
AY726549.1	10614	0	na	2004	
EU677160.1	10690	0	2007	2008	
DQ181803.1	10723	0	1985	2005	
FJ182031.1	10690	0	2007	2008	
GQ868541.1	10678	0	1991	2009	
FJ182011.1	10650	0	2005	2008	
KF955454.1	10510	0	na	2013	
GU131943.1	10649	0	2007	2009	
FJ850081.1	10688	0	2004	2009	
EU920849.1	10690	1	2006	2008	
GU131924.1	10557	0	2008	2009	
FJ639837.1	10679	0	2007	2009	
GQ868555.1	10668	0	2005	2009	
FJ024469.1	10648	0	2004	2008	
FJ562106.1	10690	0	1986	2008	
EU081230.1	10735	0	2005	2007	
EU482521.1	10688	0	2006	2008	
AB189126.1	10707	0	na	2004	
KM279567.1	10723	0	2012	2014	
HQ541786.1	10694	0	2006	2010	
EU482471.1	10678	0	2006	2008	
KF824902.1	10707	0	2013	2013	
FJ024455.1	10690	0	2007	2008	
DI403035.1	10699	0	na	2014	
FJ882585.1	10594	0	2007	2009	
KF971871.1	10583	0	2013	2013	
HM181972.1	10539	0	2009	2010	
KM279558.1	10723	0	2012	2014	
GQ199809.1	10690	0	2007	2009	
JF262781.1	10649	0	1995	2011	
JQ045690.1	10665	0	na	2011	
EU596498.1	10680	0	2007	2008	
FJ461305.1	10664	0	2007	2008	
KC762621.1	10735	0	2008	2013	
KC294213.1	10723	0	2011	2012	
FM210214.1	10685	0	2004	2008	
FJ547066.1	10637	0	2008	2008	
GQ199772.1	10690	0	2006	2009	
FJ024477.1	10647	0	2004	2008	
FJ024431.1	10690	0	2007	2008	
KM403590.1	10714	0	2013	2014	
KC762635.1	10735	0	2007	2013	
JQ045644.1	10672	0	na	2011	
EU482812.1	10690	0	2006	2008	
JQ045637.1	10674	1	na	2011	
KM279577.1	10723	0	2012	2014	
JQ915076.1	10699	0	2009	2012	
AB195673.1	10718	0	na	2004	
JQ045688.1	10665	0	na	2011	
GU131842.1	10478	0	2007	2009	
FJ024467.1	10645	0	2004	2008	
EU920835.1	10724	1	2002	2008	
AF180817.1	10735	0	na	1999	
EU482828.1	10690	0	2006	2008	
KX458014.1	10735	3	2014	2016	
GU131865.1	10501	0	2006	2009	
KC762641.1	10735	0	2008	2013	
GQ199813.1	10690	0	2007	2009	
KP406805.1	10696	0	na	2015	
JQ045676.1	10684	0	na	2011	
EU482536.1	10690	0	2006	2008	
GU131916.1	10625	0	2007	2009	
GU131879.1	10639	0	2008	2009	
FJ639727.1	10648	0	2005	2009	
EU660399.1	10678	0	1995	2008	
FJ906963.1	10675	0	2007	2009	
EU687215.1	10678	0	2004	2008	
FJ410214.1	10672	0	2008	2008	
KX380841.1	10675	0	2012	2016	
GU131871.1	10510	0	2007	2009	
KJ189284.1	10693	0	2008	2014	
GU131891.1	10464	0	2006	2009	
KF921942.1	10374	0	2008	2013	
EU482544.1	10678	0	2006	2008	
HQ332184.1	10722	0	2006	2010	
FJ639698.1	10679	0	2002	2009	
GU131715.1	10473	0	2008	2009	
FM210202.1	10692	0	2004	2008	
KX380823.1	10705	0	2012	2016	
KJ596661.1	10649	0	2012	2014	
JF937603.1	10383	0	2008	2011	
GU131709.1	10462	0	2008	2009	
JF730044.1	10475	0	2001	2011	
EU482566.1	10648	0	1998	2008	
GU131787.1	10467	0	2008	2009	
FJ410177.1	10648	0	2000	2008	
HM181957.1	10675	0	2007	2010	
HQ166037.1	10678	0	2008	2010	
GU131701.1	10404	0	2008	2009	
FJ410240.1	10690	0	2008	2008	
KM279601.1	10723	0	2012	2014	
EU081201.1	10707	0	2005	2007	
AY858037.2	10707	0	na	2004	
EF457905.1	10735	0	1972	2007	
FJ898465.1	10677	0	1998	2009	
EU482657.1	10678	0	2006	2008	
JF937650.1	10454	0	2008	2011	
FJ882570.1	10690	0	2005	2009	
EU781135.1	10678	0	2005	2008	
JX669461.1	10736	0	2010	2012	
FJ850096.1	10648	0	2001	2009	
GU131984.1	10677	0	2008	2009	
GU131763.1	10474	0	2008	2009	
FJ410225.1	10674	0	2007	2008	
HQ541797.1	10565	0	2009	2010	
FJ182036.1	10690	0	2007	2008	
GU131964.1	10690	0	2007	2009	
FJ898479.1	10680	0	2007	2009	
EU482647.1	10678	0	2006	2008	
KM279593.1	10723	0	2012	2014	
EF629367.1	10707	0	na	2007	
GU370052.1	10250	0	2009	2009	
EU932687.1	10664	0	2007	2008	
GU131815.1	10385	0	2008	2009	
FJ850079.1	10663	0	2003	2009	
GQ199858.1	10690	0	2008	2009	
EU081277.1	10735	0	2005	2007	
FJ850109.1	10645	0	2007	2009	
JQ920482.1	10671	0	1995	2012	
GQ199892.1	10750	0	2007	2009	
EU482520.1	10690	0	2006	2008	
JN000936.1	10537	0	2009	2011	
JQ513334.1	10604	0	2010	2012	
GQ199816.1	10690	0	2007	2009	
GQ868562.1	10674	0	2005	2009	
GU131959.1	10628	0	2006	2009	
JN819425.1	10485	0	2004	2011	
KF955419.1	10690	161	2007	2013	
FJ744700.1	10648	0	2001	2009	
KF955479.1	10638	0	2001	2013	
EU482669.1	10665	0	2006	2008	
FJ461311.1	10678	0	2008	2008	
GQ398305.1	10723	0	1994	2009	
EU081263.1	10735	0	2005	2007	
FJ687442.1	10679	0	2001	2009	
KJ189353.1	10444	0	2012	2014	
KF955405.1	9799	888	2002	2013	
FJ639745.1	10566	0	1999	2009	
FJ024484.1	10690	0	2005	2008	
KM279550.1	10723	0	2012	2014	
EU482700.1	10678	0	2007	2008	
GQ868566.1	10675	0	2007	2009	
KF955356.1	9483	2029	2005	2013	
GQ398311.1	10724	0	1994	2009	
KM279570.1	10723	0	2012	2014	
EU482687.1	10679	0	2006	2008	
KJ189343.1	10444	0	2009	2014	
GU131825.1	10462	0	2008	2009	
EU482483.1	10690	0	2007	2008	
FJ639795.1	10647	0	2004	2009	
FJ410192.1	10658	0	2008	2008	
KM403593.1	10713	0	2013	2014	
FJ639817.1	10649	0	2006	2009	
GQ199886.1	10646	0	1998	2009	
FJ461328.1	10690	0	2007	2008	
JX073928.1	10723	0	2001	2012	
GU131819.1	10462	0	2008	2009	
GU131839.1	10456	0	2006	2009	
FJ898399.1	10690	0	2006	2009	
GQ199864.1	10652	0	2008	2009	
EU920836.1	10724	0	2005	2008	
KJ189270.1	10693	0	2007	2014	
KF744398.1	10176	0	2005	2013	
KC692508.1	10735	0	2009	2013	
FJ898391.1	10690	0	2005	2009	
GQ868520.1	10690	0	2007	2009	
EU677169.1	10690	0	2007	2008	
FJ906964.1	10672	0	2007	2009	
EU482728.1	10675	0	1998	2008	
GQ868539.1	10663	0	2008	2009	
EU081178.1	10723	0	2005	2007	
KF971702.1	9306	1817	2009	2013	
DQ285560.1	10696	1	2004	2005	
EU482786.1	10678	0	2003	2008	
GU363549.1	10707	0	2009	2009	
KX380804.1	10669	0	2013	2016	
GQ868502.1	10689	0	2007	2009	
EU482589.1	10678	0	1993	2008	
EU726776.1	10663	0	2007	2008	
KM403589.1	10714	0	2013	2014	
JQ922558.1	10626	0	1962	2012	
KP188569.1	10420	0	2014	2014	
KF672762.1	10176	0	1989	2013	
JQ915085.1	10572	0	2008	2012	
KX380824.1	10723	0	2012	2016	
GQ199808.1	10690	0	2007	2009	
GU131811.1	10465	0	2008	2009	
EU482581.1	10679	0	1989	2008	
KF921913.1	10430	0	2009	2013	
EU482561.1	10677	0	1996	2008	
EU482817.1	10690	0	2006	2008	
GU131937.1	10657	0	2007	2009	
FJ410243.1	10690	0	2008	2008	
FJ639754.1	10648	0	2001	2009	
GQ199839.1	10690	0	2006	2009	
JX669501.1	10707	0	2005	2012	
FM210215.1	10685	0	2004	2008	
FJ196841.1	10735	0	2003	2008	
EU482807.1	10690	0	2006	2008	
GU131744.1	10480	0	2008	2009	
FJ850097.1	10663	0	2001	2009	
EU482788.1	10678	0	2003	2008	
GQ199900.1	10538	0	2008	2009	
GQ199825.1	10690	0	2007	2009	
JF937618.1	10444	0	2008	2011	
JN368476.1	10651	0	2007	2011	
DQ672561.1	10735	0	2001	2006	
EU482779.1	10678	0	2003	2008	
JN183884.1	10539	0	2009	2011	
KC762658.1	10723	0	2007	2013	
KJ189326.1	10449	0	2007	2014	
EU569714.1	10678	0	1997	2008	
FJ639760.1	10649	0	2001	2009	
JX669494.1	10710	0	2005	2012	
JN851114.1	10176	0	2007	2011	
FJ882523.1	10690	0	2006	2009	
HM181942.1	10482	0	2006	2010	
DQ645543.1	10671	0	na	2006	
KF955363.1	10531	0	1986	2013	
GQ199819.1	10690	0	2007	2009	
GQ199812.1	10690	0	2007	2009	
FJ639669.1	10690	0	2000	2009	
KJ189310.1	10520	0	2007	2014	
KF973465.1	10559	0	2012	2013	
KM217157.1	10656	0	2011	2014	
EU249494.1	10690	0	2006	2007	
GQ868518.1	10684	0	2007	2009	
EU482602.1	10679	0	2005	2008	
KF955373.1	10991	0	1997	2013	
EU482666.1	10678	0	2006	2008	
KF955422.1	10669	384	2007	2013	
GU131734.1	10400	0	2008	2009	
FJ687445.1	10679	0	2001	2009	
KC131140.1	10668	0	2012	2012	
FJ639748.1	10551	0	2000	2009	
HM181970.1	10472	0	2008	2010	
FJ898412.1	10672	0	2006	2009	
KJ189328.1	10444	0	2007	2014	
KM403600.1	10699	0	2013	2014	
GQ199793.1	10684	0	2007	2009	
HM582108.1	10713	0	1972	2010	
FJ810409.1	10679	0	2001	2009	
JQ045632.1	10671	0	na	2011	
KC762686.1	10707	0	2007	2013	
KC172830.1	9823	0	2008	2012	
DQ672563.1	10735	0	2001	2006	
FJ850057.1	10606	0	1995	2009	
KT726351.1	10663	0	2001	2015	
FJ744735.1	10645	0	2001	2009	
FJ461330.1	10635	0	2008	2008	
KC762664.1	10723	0	2008	2013	
KM403628.1	10714	0	2013	2014	
EU081254.2	10735	0	2005	2007	
KF041232.1	10723	0	2011	2013	
AF350498.1	10735	0	na	2001	
JX286523.1	10611	0	2010	2012	
KT726359.1	10663	0	2001	2015	
GQ199885.1	10590	0	1996	2009	
EU081274.1	10735	0	2005	2007	
FJ744721.1	10679	0	2001	2009	
JX669496.1	10709	0	2006	2012	
EU482777.1	10678	0	2005	2008	
HM756275.1	10531	0	2009	2010	
JF937596.1	10444	0	2007	2011	
KJ726662.1	10690	0	2012	2014	
EU081246.1	10735	0	2005	2007	
FJ205879.1	10678	0	2007	2008	
KP140942.1	10565	0	2014	2014	
GQ868579.1	10593	0	2001	2009	
FJ461308.1	10674	0	2008	2008	
JN638336.1	10735	0	1986	2011	
HM582106.1	10714	1	1972	2010	
KT794007.1	10649	0	2011	2015	
GU131814.1	10468	0	2008	2009	
FJ744743.1	10727	0	2007	2009	
GQ868596.1	10667	0	1991	2009	
FJ898426.1	10688	0	2006	2009	
JN819424.1	10679	0	2006	2011	
HQ705612.1	10681	0	2009	2010	
GQ199817.1	10690	0	2007	2009	
FJ850059.1	10606	0	1998	2009	
JX669488.1	10724	0	2002	2012	
FJ182015.1	10648	0	2001	2008	
GU131947.1	10623	0	2007	2009	
GQ868505.1	10690	0	2007	2009	
EU482723.1	10678	0	2002	2008	
KM279525.1	10723	0	2011	2014	
GU131908.1	10511	0	2006	2009	
FJ639833.1	10679	0	2007	2009	
JX669498.1	10707	0	2004	2012	
KM403626.1	10714	0	2013	2014	
FJ024439.1	10690	0	2007	2008	
AF204177.1	10723	0	na	1999	
KJ189269.1	10693	0	2007	2014	
EU677158.1	10690	0	2007	2008	
KC762639.1	10735	0	2010	2013	
KJ622198.1	10710	0	2013	2014	
EU687227.1	10678	0	2001	2008	
GU131932.1	10531	0	2008	2009	
KM279531.1	10695	0	2012	2014	
KC762625.1	10735	0	2007	2013	
EU596495.1	10679	0	2007	2008	
DQ675525.1	10707	0	1998	2006	
AB178040.1	10735	0	na	2004	
FJ882543.1	10690	0	2006	2009	
JF741967.1	10631	0	2010	2011	
KF973483.1	10509	0	2011	2013	
JQ955624.1	10670	0	2011	2012	
